id,name,uni_id,uni_name,notability,link,image_link,wiki_link,genre,gender
GOG4,Nate Archibald,GOG,Gossip Girl,62.2,https://openpsychometrics.org/tests/characters/stats/GOG/4,https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/4.jpg,https://en.wikipedia.org/wiki/Nate_Archibald_(Gossip_Girl),drama,m
GOG6,Lily van der Woodsen,GOG,Gossip Girl,57,https://openpsychometrics.org/tests/characters/stats/GOG/6,https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/6.jpg,https://gossipgirl.fandom.com/wiki/Lily_van_der_Woodsen,drama,f
GOG3,Dan Humphrey,GOG,Gossip Girl,43.6,https://openpsychometrics.org/tests/characters/stats/GOG/3,https://openpsychometrics.org/tests/characters/test-resources/pics/GOG/3.jpg,https://en.wikipedia.org/wiki/Dan_Humphrey,drama,m
S4,Lisa Simpson,S,The Simpsons,82.9,https://openpsychometrics.org/tests/characters/stats/S/4,https://openpsychometrics.org/tests/characters/test-resources/pics/S/4.jpg,https://en.wikipedia.org/wiki/Lisa_Simpson,"animation,sitcom,satire",f
S3,Marge Simpson,S,The Simpsons,82.4,https://openpsychometrics.org/tests/characters/stats/S/3,https://openpsychometrics.org/tests/characters/test-resources/pics/S/3.jpg,https://en.wikipedia.org/wiki/Marge_Simpson,"animation,sitcom,satire",f
S2,Bart Simpson,S,The Simpsons,75.3,https://openpsychometrics.org/tests/characters/stats/S/2,https://openpsychometrics.org/tests/characters/test-resources/pics/S/2.jpg,https://en.wikipedia.org/wiki/Bart_Simpson,"animation,sitcom,satire",m
S6,Mr. Burns,S,The Simpsons,69.3,https://openpsychometrics.org/tests/characters/stats/S/6,https://openpsychometrics.org/tests/characters/test-resources/pics/S/6.jpg,https://en.wikipedia.org/wiki/Mr._Burns,"animation,sitcom,satire",m
S1,Homer Simpson,S,The Simpsons,68,https://openpsychometrics.org/tests/characters/stats/S/1,https://openpsychometrics.org/tests/characters/test-resources/pics/S/1.jpg,https://en.wikipedia.org/wiki/Homer_Simpson,"animation,sitcom,satire",m
S7,Ned Flanders,S,The Simpsons,51.3,https://openpsychometrics.org/tests/characters/stats/S/7,https://openpsychometrics.org/tests/characters/test-resources/pics/S/7.jpg,https://en.wikipedia.org/wiki/Ned_Flanders,"animation,sitcom,satire",m
S9,Moe Szyslak,S,The Simpsons,47.8,https://openpsychometrics.org/tests/characters/stats/S/9,https://openpsychometrics.org/tests/characters/test-resources/pics/S/9.jpg,https://en.wikipedia.org/wiki/Moe_Szyslak,"animation,sitcom,satire",m
S11,Krusty the Clown,S,The Simpsons,43,https://openpsychometrics.org/tests/characters/stats/S/11,https://openpsychometrics.org/tests/characters/test-resources/pics/S/11.jpg,https://en.wikipedia.org/wiki/Krusty_the_Clown,"animation,sitcom,satire",m
S5,Apu Nahasapeemapetilon,S,The Simpsons,39.3,https://openpsychometrics.org/tests/characters/stats/S/5,https://openpsychometrics.org/tests/characters/test-resources/pics/S/5.jpg,https://en.wikipedia.org/wiki/Apu_Nahasapeemapetilon,"animation,sitcom,satire",m
S8,Milhouse Van Houten,S,The Simpsons,37.6,https://openpsychometrics.org/tests/characters/stats/S/8,https://openpsychometrics.org/tests/characters/test-resources/pics/S/8.jpg,https://en.wikipedia.org/wiki/Milhouse_Van_Houten,"animation,sitcom,satire",m
S15,Principal Skinner,S,The Simpsons,37.2,https://openpsychometrics.org/tests/characters/stats/S/15,https://openpsychometrics.org/tests/characters/test-resources/pics/S/15.jpg,https://en.wikipedia.org/wiki/Principal_Skinner,"animation,sitcom,satire",m
S10,Nelson Muntz,S,The Simpsons,36.2,https://openpsychometrics.org/tests/characters/stats/S/10,https://openpsychometrics.org/tests/characters/test-resources/pics/S/10.jpg,https://en.wikipedia.org/wiki/Nelson_Muntz,"animation,sitcom,satire",m
S13,Waylon Smithers,S,The Simpsons,35,https://openpsychometrics.org/tests/characters/stats/S/13,https://openpsychometrics.org/tests/characters/test-resources/pics/S/13.jpg,https://en.wikipedia.org/wiki/Waylon_Smithers,"animation,sitcom,satire",m
S12,Edna Krabappel,S,The Simpsons,27.9,https://openpsychometrics.org/tests/characters/stats/S/12,https://openpsychometrics.org/tests/characters/test-resources/pics/S/12.jpg,https://en.wikipedia.org/wiki/Edna_Krabappel,"animation,sitcom,satire",f
S14,Barney Gumble,S,The Simpsons,26.2,https://openpsychometrics.org/tests/characters/stats/S/14,https://openpsychometrics.org/tests/characters/test-resources/pics/S/14.jpg,https://en.wikipedia.org/wiki/Barney_Gumble,"animation,sitcom,satire",m
SCRUBS5,Perry Cox,SCRUBS,Scrubs,84,https://openpsychometrics.org/tests/characters/stats/SCRUBS/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/5.jpg,https://en.wikipedia.org/wiki/Barney_Gumble,"sitcom,comedy,drama",m
SCRUBS3,Christopher Turk,SCRUBS,Scrubs,81.5,https://openpsychometrics.org/tests/characters/stats/SCRUBS/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/3.jpg,https://en.wikipedia.org/wiki/Christopher_Turk,"sitcom,comedy,drama",m
SCRUBS6,Carla Espinosa,SCRUBS,Scrubs,77.9,https://openpsychometrics.org/tests/characters/stats/SCRUBS/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/6.jpg,https://en.wikipedia.org/wiki/Carla_Espinosa,"sitcom,comedy,drama",f
SCRUBS1,John Michael Dorian,SCRUBS,Scrubs,77.5,https://openpsychometrics.org/tests/characters/stats/SCRUBS/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/1.jpg,https://en.wikipedia.org/wiki/J.D._(Scrubs),"sitcom,comedy,drama",m
SCRUBS2,Elliot Reid,SCRUBS,Scrubs,72,https://openpsychometrics.org/tests/characters/stats/SCRUBS/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/2.jpg,https://en.wikipedia.org/wiki/Elliot_Reid,"sitcom,comedy,drama",f
SCRUBS4,Bob Kelso,SCRUBS,Scrubs,64.7,https://openpsychometrics.org/tests/characters/stats/SCRUBS/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SCRUBS/4.jpg,https://en.wikipedia.org/wiki/Bob_Kelso,"sitcom,comedy,drama",m
LOTR6,Gandalf,LOTR,Lord of the Rings,93.7,https://openpsychometrics.org/tests/characters/stats/LOTR/6,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/6.jpg,https://en.wikipedia.org/wiki/Gandalf,"fantasy,adventure",m
LOTR2,Aragorn,LOTR,Lord of the Rings,89.4,https://openpsychometrics.org/tests/characters/stats/LOTR/2,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/2.jpg,https://en.wikipedia.org/wiki/Aragorn,"fantasy,adventure",m
LOTR8,Legolas,LOTR,Lord of the Rings,85.3,https://openpsychometrics.org/tests/characters/stats/LOTR/8,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/8.jpg,https://en.wikipedia.org/wiki/Legolas,"fantasy,adventure",m
LOTR1,Frodo Baggins,LOTR,Lord of the Rings,84,https://openpsychometrics.org/tests/characters/stats/LOTR/1,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/1.jpg,https://en.wikipedia.org/wiki/Frodo_Baggins,"fantasy,adventure",m
LOTR5,Samwise Gamgee,LOTR,Lord of the Rings,84,https://openpsychometrics.org/tests/characters/stats/LOTR/5,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/5.jpg,https://en.wikipedia.org/wiki/Samwise_Gamgee,"fantasy,adventure",m
LOTR10,Gollum,LOTR,Lord of the Rings,74.1,https://openpsychometrics.org/tests/characters/stats/LOTR/10,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/10.jpg,https://en.wikipedia.org/wiki/Gollum,"fantasy,adventure",m
LOTR7,Gimli,LOTR,Lord of the Rings,72.2,https://openpsychometrics.org/tests/characters/stats/LOTR/7,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/7.jpg,https://en.wikipedia.org/wiki/Gimli_(Middle-earth),"fantasy,adventure",m
LOTR3,Boromir,LOTR,Lord of the Rings,65.9,https://openpsychometrics.org/tests/characters/stats/LOTR/3,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/3.jpg,https://en.wikipedia.org/wiki/Boromir,"fantasy,adventure",m
LOTR4,Merry Brandybuck,LOTR,Lord of the Rings,58.7,https://openpsychometrics.org/tests/characters/stats/LOTR/4,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/4.jpg,https://en.wikipedia.org/wiki/Merry_Brandybuck,"fantasy,adventure",m
LOTR9,Pippin Took,LOTR,Lord of the Rings,58.6,https://openpsychometrics.org/tests/characters/stats/LOTR/9,https://openpsychometrics.org/tests/characters/test-resources/pics/LOTR/9.jpg,https://en.wikipedia.org/wiki/Pippin_Took,"fantasy,adventure",m
BOBB5,Louise Belcher,BOBB,Bob's Burgers,82.4,https://openpsychometrics.org/tests/characters/stats/BOBB/5,https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/5.jpg,https://en.wikipedia.org/wiki/List_of_Bob%27s_Burgers_characters#Louise_Belcher,"animation,sitcom",f
BOBB2,Linda Belcher,BOBB,Bob's Burgers,72.2,https://openpsychometrics.org/tests/characters/stats/BOBB/2,https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/2.jpg,https://en.wikipedia.org/wiki/List_of_Bob%27s_Burgers_characters#Linda_Belcher,"animation,sitcom",f
BOBB1,Bob Belcher,BOBB,Bob's Burgers,67.9,https://openpsychometrics.org/tests/characters/stats/BOBB/1,https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/1.jpg,https://en.wikipedia.org/wiki/Bob_Belcher,"animation,sitcom",m
BOBB4,Gene Belcher,BOBB,Bob's Burgers,64.4,https://openpsychometrics.org/tests/characters/stats/BOBB/4,https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/4.jpg,https://en.wikipedia.org/wiki/List_of_Bob%27s_Burgers_characters#Gene_Belcher,"animation,sitcom",m
BOBB3,Tina Belcher,BOBB,Bob's Burgers,55.1,https://openpsychometrics.org/tests/characters/stats/BOBB/3,https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/3.jpg,https://en.wikipedia.org/wiki/List_of_Bob%27s_Burgers_characters#Tina_Belcher,"animation,sitcom",f
TL10,Sam Obisanya,TL,Ted Lasso,91.8,https://openpsychometrics.org/tests/characters/stats/TL/10,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/10.jpg,https://ted-lasso.fandom.com/wiki/Sam_Obisanya,"comedy,drama",m
TL2,Rebecca Welton,TL,Ted Lasso,88.9,https://openpsychometrics.org/tests/characters/stats/TL/2,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/2.jpg,https://ted-lasso.fandom.com/wiki/Rebecca_Welton?so=search,"comedy,drama",f
TL5,Roy Kent,TL,Ted Lasso,88.7,https://openpsychometrics.org/tests/characters/stats/TL/5,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/5.jpg,https://ted-lasso.fandom.com/wiki/Roy_Kent?so=search,"comedy,drama",m
TL1,Ted Lasso,TL,Ted Lasso,85.5,https://openpsychometrics.org/tests/characters/stats/TL/1,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/1.jpg,https://ted-lasso.fandom.com/wiki/Ted_Lasso?so=search,"comedy,drama",m
TL8,Keeley Jones,TL,Ted Lasso,76,https://openpsychometrics.org/tests/characters/stats/TL/8,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/8.jpg,https://ted-lasso.fandom.com/wiki/Keeley_Jones?so=search,"comedy,drama",f
TL4,Jamie Tartt,TL,Ted Lasso,66.2,https://openpsychometrics.org/tests/characters/stats/TL/4,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/4.jpg,https://ted-lasso.fandom.com/wiki/Jamie_Tartt?so=search,"comedy,drama",m
TL6,Coach Beard,TL,Ted Lasso,64.5,https://openpsychometrics.org/tests/characters/stats/TL/6,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/6.jpg,https://ted-lasso.fandom.com/wiki/Coach_Beard?so=search,"comedy,drama",m
TL9,Dr. Sharon Fieldstone,TL,Ted Lasso,62.4,https://openpsychometrics.org/tests/characters/stats/TL/9,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/9.jpg,https://ted-lasso.fandom.com/wiki/Sharon_Fieldstone?so=search,"comedy,drama",f
TL3,Leslie Higgins,TL,Ted Lasso,49.9,https://openpsychometrics.org/tests/characters/stats/TL/3,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/3.jpg,https://ted-lasso.fandom.com/wiki/Leslie_Higgins?so=search,"comedy,drama",m
TL7,Nathan Shelley,TL,Ted Lasso,37.1,https://openpsychometrics.org/tests/characters/stats/TL/7,https://openpsychometrics.org/tests/characters/test-resources/pics/TL/7.jpg,https://ted-lasso.fandom.com/wiki/Nathan_Shelley?so=search,"comedy,drama",m
WD8,Daryl Dixon,WD,The Walking Dead,93.2,https://openpsychometrics.org/tests/characters/stats/WD/8,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/8.jpg,https://en.wikipedia.org/wiki/Daryl_Dixon,"horror,drama",m
WD6,Glenn Rhee,WD,The Walking Dead,90.2,https://openpsychometrics.org/tests/characters/stats/WD/6,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/6.jpg,https://en.wikipedia.org/wiki/Glenn_Rhee,"horror,drama",m
WD1,Rick Grimes,WD,The Walking Dead,88.9,https://openpsychometrics.org/tests/characters/stats/WD/1,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/1.jpg,https://en.wikipedia.org/wiki/Rick_Grimes,"horror,drama",m
WD9,Carol Peletier,WD,The Walking Dead,80.8,https://openpsychometrics.org/tests/characters/stats/WD/9,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/9.jpg,https://en.wikipedia.org/wiki/Carol_Peletier,"horror,drama",f
WD7,Carl Grimes,WD,The Walking Dead,67.1,https://openpsychometrics.org/tests/characters/stats/WD/7,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/7.jpg,https://en.wikipedia.org/wiki/Carl_Grimes,"horror,drama",m
WD5,Dale Horvath,WD,The Walking Dead,49,https://openpsychometrics.org/tests/characters/stats/WD/5,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/5.jpg,https://en.wikipedia.org/wiki/Dale_Horvath,"horror,drama",m
WD10,Merle Dixon,WD,The Walking Dead,45.5,https://openpsychometrics.org/tests/characters/stats/WD/10,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/10.jpg,https://en.wikipedia.org/wiki/Merle_Dixon,"horror,drama",m
WD2,Shane Walsh,WD,The Walking Dead,42.2,https://openpsychometrics.org/tests/characters/stats/WD/2,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/2.jpg,https://en.wikipedia.org/wiki/Shane_Walsh_(The_Walking_Dead),"horror,drama",m
WD4,Andrea,WD,The Walking Dead,41.3,https://openpsychometrics.org/tests/characters/stats/WD/4,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/4.jpg,https://en.wikipedia.org/wiki/Andrea_(The_Walking_Dead),"horror,drama",f
WD3,Lori Grimes,WD,The Walking Dead,30.2,https://openpsychometrics.org/tests/characters/stats/WD/3,https://openpsychometrics.org/tests/characters/test-resources/pics/WD/3.jpg,https://en.wikipedia.org/wiki/Lori_Grimes,"horror,drama",f
B1,Temperance Brennan,B,Bones,91,https://openpsychometrics.org/tests/characters/stats/B/1,https://openpsychometrics.org/tests/characters/test-resources/pics/B/1.jpg,https://en.wikipedia.org/wiki/Temperance_%22Bones%22_Brennan,"crime,comedy,drama",f
B5,Camille Saroyan,B,Bones,85.6,https://openpsychometrics.org/tests/characters/stats/B/5,https://openpsychometrics.org/tests/characters/test-resources/pics/B/5.jpg,https://en.wikipedia.org/wiki/List_of_Bones_characters#Camille_Saroyan,"crime,comedy,drama",f
B4,Jack Hodgins,B,Bones,81.6,https://openpsychometrics.org/tests/characters/stats/B/4,https://openpsychometrics.org/tests/characters/test-resources/pics/B/4.jpg,https://en.wikipedia.org/wiki/Jack_Hodgins_(Bones),"crime,comedy,drama",m
B2,Seeley Booth,B,Bones,77.8,https://openpsychometrics.org/tests/characters/stats/B/2,https://openpsychometrics.org/tests/characters/test-resources/pics/B/2.jpg,https://en.wikipedia.org/wiki/Seeley_Booth,"crime,comedy,drama",m
B3,Angela Montenegro,B,Bones,73.6,https://openpsychometrics.org/tests/characters/stats/B/3,https://openpsychometrics.org/tests/characters/test-resources/pics/B/3.jpg,https://bones.fandom.com/wiki/Angela_Montenegro,"crime,comedy,drama",f
ARCH6,Lana Kane,ARCH,Archer,89.5,https://openpsychometrics.org/tests/characters/stats/ARCH/6,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/6.jpg,https://en.wikipedia.org/wiki/Lana_Kane,"animation,sitcom,action,adventure",f
ARCH1,Sterling Archer,ARCH,Archer,86.9,https://openpsychometrics.org/tests/characters/stats/ARCH/1,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/1.jpg,https://en.wikipedia.org/wiki/Sterling_Archer,"animation,sitcom,action,adventure",m
ARCH2,Malory Archer,ARCH,Archer,79.4,https://openpsychometrics.org/tests/characters/stats/ARCH/2,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/2.jpg,https://archer.fandom.com/wiki/Malory_Archer,"animation,sitcom,action,adventure",f
ARCH5,Pamela Poovey,ARCH,Archer,49.5,https://openpsychometrics.org/tests/characters/stats/ARCH/5,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/5.jpg,https://archer.fandom.com/wiki/Pam_Poovey,"animation,sitcom,action,adventure",f
ARCH4,Cheryl Tunt,ARCH,Archer,32.7,https://openpsychometrics.org/tests/characters/stats/ARCH/4,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/4.jpg,https://archer.fandom.com/wiki/Cheryl_Tunt,"animation,sitcom,action,adventure",f
ARCH3,Cyril Figgis,ARCH,Archer,28.4,https://openpsychometrics.org/tests/characters/stats/ARCH/3,https://openpsychometrics.org/tests/characters/test-resources/pics/ARCH/3.jpg,https://archer.fandom.com/wiki/Cyril_Figgis,"animation,sitcom,action,adventure",m
O1,Marty Byrde,O,Ozark,87,https://openpsychometrics.org/tests/characters/stats/O/1,https://openpsychometrics.org/tests/characters/test-resources/pics/O/1.jpg,https://en.wikipedia.org/wiki/Marty_Byrde,"crime,drama,thriller",m
O5,Ruth Langmore,O,Ozark,84.5,https://openpsychometrics.org/tests/characters/stats/O/5,https://openpsychometrics.org/tests/characters/test-resources/pics/O/5.jpg,https://ozark-netflix.fandom.com/wiki/Ruth_Langmore,"crime,drama,thriller",f
O2,Wendy Byrde,O,Ozark,78.3,https://openpsychometrics.org/tests/characters/stats/O/2,https://openpsychometrics.org/tests/characters/test-resources/pics/O/2.jpg,https://ozark-netflix.fandom.com/wiki/Wendy_Byrde,"crime,drama,thriller",f
O9,Darlene Snell,O,Ozark,66.9,https://openpsychometrics.org/tests/characters/stats/O/9,https://openpsychometrics.org/tests/characters/test-resources/pics/O/9.jpg,https://ozark-netflix.fandom.com/wiki/Darlene_Snell,"crime,drama,thriller",f
O8,Jacob Snell,O,Ozark,65.2,https://openpsychometrics.org/tests/characters/stats/O/8,https://openpsychometrics.org/tests/characters/test-resources/pics/O/8.jpg,https://ozark-netflix.fandom.com/wiki/Jacob_Snell,"crime,drama,thriller",m
O4,Jonah Byrde,O,Ozark,60.9,https://openpsychometrics.org/tests/characters/stats/O/4,https://openpsychometrics.org/tests/characters/test-resources/pics/O/4.jpg,https://ozark-netflix.fandom.com/wiki/Jonah_Byrde,"crime,drama,thriller",m
O10,Wyatt Langmore,O,Ozark,53.9,https://openpsychometrics.org/tests/characters/stats/O/10,https://openpsychometrics.org/tests/characters/test-resources/pics/O/10.jpg,https://ozark-netflix.fandom.com/wiki/Wyatt_Langmore,"crime,drama,thriller",m
O3,Charlotte Byrde,O,Ozark,43.8,https://openpsychometrics.org/tests/characters/stats/O/3,https://openpsychometrics.org/tests/characters/test-resources/pics/O/3.jpg,https://ozark-netflix.fandom.com/wiki/Charlotte_Byrde,"crime,drama,thriller",f
O7,Roy Petty,O,Ozark,41.1,https://openpsychometrics.org/tests/characters/stats/O/7,https://openpsychometrics.org/tests/characters/test-resources/pics/O/7.jpg,https://ozark-netflix.fandom.com/wiki/Roy_Petty,"crime,drama,thriller",m
O6,Rachel Garrison,O,Ozark,35.7,https://openpsychometrics.org/tests/characters/stats/O/6,https://openpsychometrics.org/tests/characters/test-resources/pics/O/6.jpg,https://ozark-netflix.fandom.com/wiki/Rachel_Garrison,"crime,drama,thriller",f
SHL8,Fiona Gallagher,SHL,Shameless,86.5,https://openpsychometrics.org/tests/characters/stats/SHL/8,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/8.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Fiona_Gallagher,"comedy,drama,satire",f
SHL3,Lip Gallagher,SHL,Shameless,80.9,https://openpsychometrics.org/tests/characters/stats/SHL/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/3.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Lip_Gallagher,"comedy,drama,satire",m
SHL4,Veronica Fisher,SHL,Shameless,78.5,https://openpsychometrics.org/tests/characters/stats/SHL/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/4.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Veronica_Fisher,"comedy,drama,satire",f
SHL2,Carl Gallagher,SHL,Shameless,78.3,https://openpsychometrics.org/tests/characters/stats/SHL/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/2.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Carl_Gallagher,"comedy,drama,satire",m
SHL7,Ian Gallagher,SHL,Shameless,77,https://openpsychometrics.org/tests/characters/stats/SHL/7,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/7.jpg,https://en.wikipedia.org/wiki/Ian_Gallagher#U.S._version,"comedy,drama,satire",m
SHL5,Kevin Ball,SHL,Shameless,74.3,https://openpsychometrics.org/tests/characters/stats/SHL/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/5.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Kevin_Ball,"comedy,drama,satire",m
SHL1,Frank Gallagher,SHL,Shameless,52.5,https://openpsychometrics.org/tests/characters/stats/SHL/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/1.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Frank_Gallagher,"comedy,drama,satire",m
SHL6,Debbie Gallagher,SHL,Shameless,48.2,https://openpsychometrics.org/tests/characters/stats/SHL/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/6.jpg,https://en.wikipedia.org/wiki/List_of_Shameless_(American_TV_series)_characters#Debbie_Gallagher,"comedy,drama,satire",f
SHL9,Tommy,SHL,Shameless,25.1,https://openpsychometrics.org/tests/characters/stats/SHL/9,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/9.jpg,https://shameless.fandom.com/wiki/Tommy,"comedy,drama,satire",m
SHL10,Kermit,SHL,Shameless,24.7,https://openpsychometrics.org/tests/characters/stats/SHL/10,https://openpsychometrics.org/tests/characters/test-resources/pics/SHL/10.jpg,https://shameless.fandom.com/wiki/Kermit,"comedy,drama,satire",m
TW12,Omar Little,TW,The Wire,95.4,https://openpsychometrics.org/tests/characters/stats/TW/12,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/12.jpg,https://thewire.fandom.com/wiki/Omar_Devon_Little?so=search,"crime,drama,tragedy",m
TW15,Russell 'Stringer' Bell,TW,The Wire,88.5,https://openpsychometrics.org/tests/characters/stats/TW/15,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/15.jpg,https://thewire.fandom.com/wiki/Russell_Bell?so=search,"crime,drama,tragedy",m
TW4,Lester Freamon,TW,The Wire,86.8,https://openpsychometrics.org/tests/characters/stats/TW/4,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/4.jpg,https://thewire.fandom.com/wiki/Lester_Freamon?so=search,"crime,drama,tragedy",m
TW1,Cedric Daniels,TW,The Wire,82.5,https://openpsychometrics.org/tests/characters/stats/TW/1,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/1.jpg,https://thewire.fandom.com/wiki/Cedric_Daniels?so=search,"crime,drama,tragedy",m
TW17,Avon Barksdale,TW,The Wire,80.9,https://openpsychometrics.org/tests/characters/stats/TW/17,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/17.jpg,https://thewire.fandom.com/wiki/Avon_Barksdale?so=search,"crime,drama,tragedy",m
TW3,Kima Greggs,TW,The Wire,77.7,https://openpsychometrics.org/tests/characters/stats/TW/3,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/3.jpg,https://thewire.fandom.com/wiki/Shakima_Greggs?so=search,"crime,drama,tragedy",f
TW5,Bunk Moreland,TW,The Wire,77.7,https://openpsychometrics.org/tests/characters/stats/TW/5,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/5.jpg,https://thewire.fandom.com/wiki/William_Moreland?so=search,"crime,drama,tragedy",m
TW2,Jimmy McNulty,TW,The Wire,77.2,https://openpsychometrics.org/tests/characters/stats/TW/2,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/2.jpg,https://thewire.fandom.com/wiki/Jimmy_McNulty?so=search,"crime,drama,tragedy",m
TW20,Michael Lee,TW,The Wire,74.5,https://openpsychometrics.org/tests/characters/stats/TW/20,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/20.jpg,https://thewire.fandom.com/wiki/Michael_Lee?so=search,"crime,drama,tragedy",m
TW8,Reginald 'Bubbles' Cousins,TW,The Wire,74.2,https://openpsychometrics.org/tests/characters/stats/TW/8,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/8.jpg,https://thewire.fandom.com/wiki/Reginald_Cousins?so=search,"crime,drama,tragedy",m
TW11,Rhonda Pearlman,TW,The Wire,72.1,https://openpsychometrics.org/tests/characters/stats/TW/11,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/11.jpg,https://thewire.fandom.com/wiki/Rhonda_Pearlman?so=search,"crime,drama,tragedy",f
TW23,Dennis 'Cutty' Wise,TW,The Wire,71.1,https://openpsychometrics.org/tests/characters/stats/TW/23,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/23.jpg,https://thewire.fandom.com/wiki/Dennis_Wise?so=search,"crime,drama,tragedy",m
TW13,Ervin Burrell,TW,The Wire,69.8,https://openpsychometrics.org/tests/characters/stats/TW/13,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/13.jpg,https://thewire.fandom.com/wiki/Ervin_Burrell?so=search,"crime,drama,tragedy",m
TW18,Chris Partlow,TW,The Wire,68.3,https://openpsychometrics.org/tests/characters/stats/TW/18,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/18.jpg,https://thewire.fandom.com/wiki/Christopher_Partlow?so=search,"crime,drama,tragedy",m
TW16,Tommy Carcetti,TW,The Wire,65.9,https://openpsychometrics.org/tests/characters/stats/TW/16,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/16.jpg,https://thewire.fandom.com/wiki/Thomas_Carcetti?so=search,"crime,drama,tragedy",m
TW24,D'Angelo Barksdale,TW,The Wire,65.6,https://openpsychometrics.org/tests/characters/stats/TW/24,https://openpsychometrics.org/tests/characters/test-resources/pics/TW/24.jpg,https://thewire.fandom.com/wiki/D'Angelo_Barksdale?so=search,"crime,drama,tragedy",m
